word	Spam	Ham
impatient	0	2
once	0	32
wipro	0	2
probthat	0	1
citylink	0	1
steve	0	2
windy	0	1
gang	0	3
edu	0	2
winds	0	1
golf	1	0
issues	2	3
shanghai	0	1
cuppa	0	1
soiree	1	1
include	2	1
fwiw	0	1
breathing	0	1
adventuring	0	1
spoon	0	1
wishes	0	8
spook	3	0
drinking	0	3
notes	0	1
nhite	0	1
deals	1	0
congrats	10	9
getzed	10	0
jerk	0	1
someday	0	1
smaller	0	1
goodies	1	0
fold	0	1
umma	0	7
traveling	0	1
reunion	0	1
murderer	0	7
acid	0	1
networks	3	0
waiting	17	35
capital	1	1
relocate	0	1
smsrewards	1	0
refilled	0	2
cozy	0	1
degree	0	1
sexy	13	12
settling	0	1
geeeee	0	2
leaving	0	20
myparents	0	1
weddin	0	1
bare	0	1
apple	0	1
apr	1	0
app	4	2
apt	0	1
apo	0	2
motor	0	1
lodging	0	1
apply	30	2
usf	0	11
fed	0	1
feb	1	6
stream	1	0
usa	1	0
velly	0	1
frog	2	0
few	0	45
txtx	1	0
txts	13	0
sort	1	10
clever	0	2
impress	0	1
sory	0	3
sore	0	4
recount	0	1
penis	0	2
women	1	2
chik	1	0
misfits	0	1
anywhere	0	3
aight	0	33
proof	0	3
tat	0	6
tau	0	1
mandara	0	1
tap	0	2
calculation	0	2
gudnite	0	3
tootsie	0	1
tag	0	1
something	0	68
tai	0	1
taj	0	1
sis	0	17
summers	1	0
sip	0	1
sit	0	7
six	3	1
cardin	0	1
sic	1	0
sib	0	2
specialisation	0	1
instead	0	7
panic	0	2
sim	2	5
tension	0	2
administrator	0	1
cupboard	0	1
attend	0	4
beeen	0	1
netvision	1	0
abuse	1	0
rcvd	9	0
readiness	0	1
light	0	14
helpline	2	0
juswoke	0	1
honestly	0	1
squeeeeeze	0	1
necklace	0	2
iriver	0	1
beauties	0	1
stamped	2	0
looks	0	7
superior	0	2
lect	0	7
permanent	0	1
choose	10	7
orange	26	3
resend	0	1
pending	0	3
crash	0	2
contention	0	1
practice	0	4
oranges	2	0
flea	0	1
affections	0	1
worlds	1	1
tram	0	1
whereare	0	1
idps	0	1
billy	0	1
weather	0	7
promise	0	8
bills	0	2
bellearlier	0	1
problum	0	1
related	0	1
our	83	60
out	60	202
sentiment	0	1
rply	5	6
vco	1	0
okey	0	3
janinexx	1	0
supports	0	1
sacrifice	0	2
disclose	0	2
avalarr	0	1
dictionary	0	4
pours	0	2
ipod	12	0
promptly	0	1
satsgettin	0	1
champlaxigating	0	1
anyhow	0	1
natwest	0	1
hunny	0	6
chatlines	1	0
g	16	22
ltd	16	0
hence	0	2
brdget	0	1
approaching	0	1
invnted	0	3
twat	0	1
landlineonly	1	0
overtime	0	1
unknown	0	2
myspace	0	1
accent	0	1
practicum	0	1
priority	0	1
their	1	13
sian	0	2
shell	0	1
samachara	0	1
shelf	0	2
mentionned	0	1
orno	1	0
regards	0	6
simulate	0	1
july	2	1
someonone	1	0
boring	0	5
limiting	0	2
patients	0	1
ibhltd	3	0
shakara	0	1
sculpture	0	1
crucify	0	1
prakasamanu	0	1
clip	1	0
cricket	0	1
alwys	0	3
cantdo	0	1
afraid	1	3
agency	0	1
ahold	0	1
nasty	1	1
which	8	51
asshole	0	1
trivia	1	0
clash	0	1
centre	0	5
petrol	0	3
whn	0	2
who	31	64
whr	0	2
vinobanagar	0	1
fones	1	0
class	1	41
deny	0	1
tomeandsaid	0	2
dent	0	1
looked	0	5
fujitsu	0	2
fowler	0	1
xavier	0	3
dena	1	0
whatsup	0	2
chances	2	0
gail	0	1
tagged	0	1
planning	0	8
dorothy	1	0
utter	0	2
chicken	0	3
darkest	1	0
filthy	2	0
pleased	3	3
nearer	0	1
ha	0	10
urn	0	2
mumbai	0	1
eat	0	35
lemme	0	8
rahul	0	1
thousands	1	1
spun	0	1
workin	0	7
watching	0	34
flirting	1	1
awww	0	1
ones	2	7
words	0	22
bluray	0	1
qp	4	0
qu	3	0
hitter	0	1
brain	0	3
married	2	5
qf	1	0
qi	0	1
view	0	1
europe	1	1
freinds	0	1
module	0	2
banneduk	1	0
violet	2	0
closer	0	4
closes	0	2
dlf	0	1
itna	0	1
superb	1	1
favor	0	3
identification	0	1
closed	0	6
limit	0	1
bought	1	5
yifeng	0	1
jos	0	1
jot	0	1
ability	0	2
opening	0	2
joy	0	8
crickiting	0	1
addie	0	3
job	0	43
jod	0	1
spoil	0	1
jog	0	1
jon	0	1
april	0	6
atleast	0	1
safely	0	1
wall	0	1
shoving	0	2
makin	0	2
walk	1	17
subscribe	3	0
table	0	3
justbeen	0	1
rpl	1	0
unhappiness	0	1
astne	0	1
decent	0	1
bbd	0	2
bbc	1	0
charts	1	0
wisheds	0	1
unspoken	0	1
bbq	0	1
mike	0	1
liverpool	3	0
general	0	1
sufficient	1	1
meaningless	0	1
nickey	0	1
ilol	0	1
mcat	0	2
hme	0	1
urmom	0	1
present	0	7
unlike	0	1
bangbabes	1	0
choices	0	1
will	42	312
stunning	0	1
persevered	0	1
wild	1	0
cutter	0	1
cashto	2	0
ringing	0	1
thus	0	1
avo	0	1
dual	0	1
ave	3	5
sumfing	0	1
ava	0	1
whore	0	1
perhaps	0	2
njan	0	1
cine	0	7
cross	3	1
member	6	2
largest	4	0
inch	0	2
ettans	0	1
gets	0	11
difficult	0	12
slave	0	8
tactful	0	1
suzy	1	1
promo	2	0
functions	0	1
goverment	0	1
student	0	2
lobby	0	1
warming	0	1
approve	0	1
fighting	0	5
english	0	5
breaker	1	0
realised	0	1
cried	0	1
roomate	0	1
tcr	4	0
tcs	4	0
nusstu	0	1
nevamind	0	1
ugadi	0	1
misbehaved	0	2
happiness	0	12
elliot	0	1
disturbance	0	1
console	2	0
panther	1	0
supply	3	0
smith	1	1
discuss	0	5
tunde	0	1
other	4	50
attractive	0	1
acted	0	2
waliking	0	1
anjie	0	1
know	21	226
press	3	10
coincidence	1	0
cochin	0	2
helpful	0	1
sindu	0	1
perpetual	0	1
loses	0	3
kadeem	0	3
james	1	2
wonders	0	4
because	2	32
tmorow	0	1
smoothly	0	1
scared	0	5
ntimate	0	1
searching	0	5
nagar	0	2
qet	0	1
leaf	0	1
lead	0	5
rstm	2	0
ripped	1	0
sppok	1	0
obey	0	1
wesley	0	1
murdered	0	7
mite	0	5
getting	4	45
wadebridge	0	1
telphone	0	3
shipping	0	2
swear	0	1
propsd	0	2
devouring	0	2
warranty	2	0
owl	0	1
owo	0	1
own	0	10
boggy	0	1
el	0	1
owe	0	1
jobyet	0	1
champ	0	1
registration	0	1
brilliantly	0	1
stressfull	0	1
appy	0	1
transfer	0	3
appt	0	4
apps	0	3
spiral	0	1
kidding	0	2
intention	0	1
pouts	0	2
vat	1	0
mailed	0	1
ec	5	0
shant	0	1
made	1	28
wating	0	2
arnt	0	1
whether	0	5
dogbreath	0	1
distract	0	2
record	0	3
gaps	0	4
arng	0	3
cake	0	8
faggot	0	1
multis	0	1
block	1	1
cmon	1	0
jenny	0	2
ploughing	0	1
atten	0	1
mys	0	1
ez	1	0
buffy	1	0
jenne	0	1
ew	0	1
incredible	2	0
percent	3	1
book	6	16
sick	0	9
conclusion	0	1
completes	0	1
june	1	3
margaret	0	3
kinda	1	8
cliff	0	1
itcould	2	0
pdate	1	0
downstem	0	1
raining	0	6
